payor_id,payor_name,payor_legal_entity_id,payor_country,payor_risk_score,payor_account_age_days
c29a988f-18a9-5210-9f8c-2c519f3936a5,Stratos Corp,LEI-931239-PLC,US,0.0274,1330
0816d739-c393-3447-f3dc-50bf04860bee,Sterling Systems,LEI-502265-PLC,US,0.2241,2328
7dd19b8f-2a05-5b69-b4c0-4bdfe27bb6c4,Sterling Global,LEI-427637-PTYLTD,CA,0.1768,1331
81b61c87-2803-feb5-dab6-c73d8feff87b,Zenith Group,LEI-376185-PLC,GB,0.2377,2039
5dcd0d40-d641-5102-20d1-968f0b8ce21f,Pinnacle Pay,LEI-902364-SA,US,0.3269,2508
de72d970-10c4-9f9e-b020-321be90f4137,Forge Systems,LEI-453993-CORP,US,0.0626,437
96867676-783e-40ab-b22a-55a605391557,Apex Holdings,LEI-496086-PTYLTD,US,0.1755,1182
cfbba84a-80b5-7013-7f29-c9e75601f6a5,Summit Digital,LEI-744693-GMBH,US,0.6465,135
0c2b03e4-43e1-346d-4990-225836cdf42f,Forge Group,LEI-943687-LTD,GB,0.1505,2284
6d56cfd5-79ab-3018-87f3-c9a4cd1a810d,Aether Partners,LEI-934301-INC,DE,0.2802,2410
7406ca32-83ef-3ce9-9ffd-a1e74052e3a5,Quasar Pay,LEI-758342-CORP,GB,0.3515,1737
90ed01d3-ef44-4cf5-6f08-9155e8266484,Zenith Payments,LEI-481969-PLC,US,0.1831,3240
341c612a-a249-1260-107e-528ce94053af,Pacific Networks,LEI-963723-GMBH,DE,0.2953,3490
76d32b96-4f7f-963e-d3c5-44a3cc0b200d,Eagle Enterprises,LEI-542519-LLC,US,0.3501,1095
b8f40e5e-f6ba-bccc-0acf-bd89da3ed15a,Eagle Pay,LEI-158014-INC,US,0.0406,2729
b9676dc6-d6fd-d1a5-f173-12f4659ae9f2,Pulse Solutions,LEI-217369-INC,CA,0.0294,459
95966725-d513-da02-544c-14d1503ba8c3,Cascade Solutions,LEI-543410-LTD,US,0.1526,3394
79900a27-6c7c-eeb7-8bb5-f24251057c35,Solaris Networks,LEI-922370-CORP,US,0.1195,552
8d7f9371-40c3-7cbc-3d5b-6535abede2b6,Cascade Services,LEI-769986-SA,BR,0.2429,3320
416aa7f6-eafd-3e7b-fa5d-bd40ed711fe9,Forge Capital,LEI-962671-LTD,US,0.2234,1699
462741ec-08ac-784f-ca10-b49968028b3b,Vertex Corp,LEI-593975-PTYLTD,IN,0.1048,2729
6bbe2bd6-5a13-41e7-10fd-7164819f2393,Atlas Industries,LEI-828980-LLC,JP,0.2688,1158
3fe604f4-2867-0d3b-1c5f-3cba150d28eb,Pulse Enterprises,LEI-931145-SA,CA,0.1313,2448
5e1b015f-6a1c-701b-159b-2b6b32dba028,Quasar Group,LEI-495648-LTD,US,0.0715,1244
16c72b1a-e826-fac7-3a8c-8ed5a06aa68a,Sapphire Payments,LEI-374499-CORP,US,0.6676,343
eda413c6-eb84-66e4-c5fa-e0476f669013,Sapphire Corp,LEI-224269-LTD,FR,0.2277,2243
999f0691-34e4-20bf-db38-f3066e6a3d5b,Aether Services,LEI-862008-LTD,US,0.4762,623
a5b13afd-af2c-20ac-9539-22c05ea0942c,Sapphire Capital,LEI-110821-PLC,US,0.1054,1107
18643b6a-12b3-c5eb-4198-002998e1d54c,Zenith Finance,LEI-449031-LTD,CA,0.2402,3105
8129aa0c-40ef-a857-015f-566c0ba6aa86,Cascade Services,LEI-513869-SA,US,0.1827,3407
16f32b93-21c5-7a88-77d4-68eae0bdd765,Atlas Enterprises,LEI-248683-GMBH,US,0.0576,1479
6e1a1e1b-ed1d-defa-5c4f-c55ebf715a28,Beacon Networks,LEI-742705-GMBH,CA,0.5384,173
a2fba345-a84c-a488-ec40-14c6da6069f3,Titan Finance,LEI-298096-CORP,US,0.09,2366
fd2336f4-5b44-e6ed-7107-6f2e0a715350,Eagle Industries,LEI-616935-INC,AU,0.1945,2117
95eef45c-a9c3-640d-e411-a9d79030fb0c,Aether Pay,LEI-651567-CORP,US,0.1087,1207
48c6a7ed-06a5-74ec-5422-ea97e32a8787,Orbit Group,LEI-491704-INC,AU,0.7305,78
54555290-017c-75c5-a873-19fe981dc530,Nova Industries,LEI-440698-CORP,US,0.0493,1193
121af952-be69-ad39-0e37-8b07cc535c3e,Cascade Capital,LEI-518233-GMBH,US,0.6931,195
6eaf0a90-cd14-eacb-7da8-06314c6d8ddd,Forge Global,LEI-476485-INC,AU,0.28,583
cf9d539c-6c2b-5781-c1a9-5ee21718cfde,Meridian Digital,LEI-555193-PTYLTD,US,0.2001,1822
cd320878-e83e-c3a0-1445-587e6ff6881f,Coral Services,LEI-255825-CORP,DE,0.233,2007
6cc721f0-82ba-0fed-1b8d-c821836f224b,Pacific Systems,LEI-587227-GMBH,US,0.1095,274
b4522738-e073-09de-6a8f-7654155287c7,Forge Holdings,LEI-715732-PLC,JP,0.2466,275
0367ee2c-1dde-a07d-651a-6277017f319f,Flux Corp,LEI-582515-PTYLTD,SG,0.0883,163
b0b710ab-f690-72cf-ac7e-5cc6b0cf3e7f,Everest Services,LEI-191892-CORP,US,0.2188,1567
3de54ee2-a655-596c-2528-d32da60c2bed,Sterling Payments,LEI-190275-GMBH,JP,0.4628,2060
0506536c-78b3-842a-7c2c-0791f6bffaa9,Titan Solutions,LEI-311118-GMBH,GB,0.105,1913
7ccc9258-0979-f5d3-4a70-3330ffc03136,Everest Corp,LEI-638292-PLC,US,0.2068,2360
4491be40-1042-3a8e-8da2-2a3950db8e34,Pacific Corp,LEI-222621-PLC,GB,0.5057,325
81f46dfd-3b6b-1c0d-7028-05af580661f1,Vortex Holdings,LEI-731347-PLC,US,0.2534,2012
ccbcbf4b-78ea-47e2-cbc4-dd425c39b57d,Flux Payments,LEI-396177-INC,DE,0.2175,3098
8e8c71d8-359d-65ae-3c16-89c24dbc217c,Zenith Pay,LEI-476215-GMBH,US,0.1647,2112
4200a1aa-7c82-6fbe-395e-54f08fde042a,Summit Partners,LEI-906747-LLC,JP,0.3996,584
f23e9a06-ed37-c2ce-0ce8-7570b4d6f3e6,Titan Industries,LEI-982478-INC,MX,0.3452,516
1e392331-a142-d68f-2ac3-8bd31afc388c,Aether Partners,LEI-264660-GMBH,FR,0.362,2167
33af15be-d93d-8722-1f7b-d82f23450e72,Titan Enterprises,LEI-906584-LLC,US,0.2787,3445
aa3d2111-a123-0193-5c53-20426a3e0103,Solaris Global,LEI-889794-PTYLTD,JP,0.2399,3181
f198f62e-5c9d-3ead-aea4-91fccb6b6306,Apex Industries,LEI-252656-LLC,FR,0.1078,2204
097ef98d-c25a-6eb3-64ad-19050fbc6377,Prism Finance,LEI-762288-GMBH,US,0.0584,1867
e67410de-479f-b5f3-d3b6-81500205e16a,Prism Group,LEI-567863-LTD,SG,0.2422,1499
e1878e93-3281-f976-c680-a2e5678daf97,Forge Capital,LEI-138766-SA,US,0.2803,2747
05fef7bc-28f7-8d49-a2bc-491ec1cdc9a4,Apex Networks,LEI-353063-GMBH,FR,0.2135,1485
4c472ded-72e0-6bb4-1fef-9a77f0fbdb65,Cymbal Industries,LEI-455446-LTD,JP,0.1778,2756
48d75165-4c98-7a1b-59af-b1d13bdccce0,Pulse Group,LEI-644909-LTD,US,0.2028,2529
179d9ae3-14fa-7d50-697c-4d7dd4147d03,Zenith Enterprises,LEI-236381-PLC,US,0.1028,1833
c7610e83-84d9-9451-8f18-8e729696dc6c,Everest Networks,LEI-712686-PLC,DE,0.703,236
7c198515-208b-326a-817b-2f2124f3df14,Sapphire Global,LEI-838747-INC,DE,0.234,757
1c3efda4-689b-4fb2-da31-7fd79a0278a6,Orbit Partners,LEI-699538-GMBH,US,0.0321,576
96f19d54-c8a6-a005-2463-463c249316b4,Pacific Finance,LEI-419987-GMBH,US,0.1862,3330
90d5e87e-4f48-9f45-92b4-002c7b2e60e1,Titan Holdings,LEI-919304-PTYLTD,CA,0.2226,1800
ddc8d27b-2623-b91a-72f6-8fe1aacefa98,Atlas Capital,LEI-938663-PTYLTD,US,0.2417,1932
2a65bae3-ddaf-2233-16a9-e518a55ac92f,Apex Services,LEI-688297-INC,DE,0.124,1226
f5112438-0d89-2ced-c1f3-114393acceb8,Lumen Corp,LEI-627054-LLC,US,0.7866,307
0b840c50-96c1-b183-66dc-39895207c6cc,Eagle Pay,LEI-456470-PTYLTD,US,0.305,2575
fad34352-1d59-598c-174d-6b8741d6676a,Helix Digital,LEI-399212-CORP,US,0.6584,225
0ef9f903-b69a-deac-06f4-b0ee2e740569,Forge Group,LEI-203540-SA,US,0.0716,1422
8121c051-c09c-a132-8235-00f97e33e68f,Cascade Systems,LEI-382368-LLC,US,0.1547,1058
c3528ba4-3f0e-924b-19fc-8579acd32f62,Pulse Services,LEI-695848-PTYLTD,US,0.4884,2490
f3de6bc2-899b-ef4b-3ec2-e72ac832b3f0,Sterling Industries,LEI-143822-LLC,AU,0.2846,778
d6e8aad3-403a-423a-990d-dc7345f72e6c,Cascade Partners,LEI-983360-LTD,GB,0.3346,2065
23c01eb1-d49b-862d-1f7b-6b19b2cc4372,Crest Enterprises,LEI-321092-SA,SG,0.0388,1709
35eb728f-5775-0d0f-5256-e276fba75385,Sapphire Holdings,LEI-116645-CORP,DE,0.2151,2802
8e484bc0-69c5-0d69-2c6c-db5aac367cb9,Eagle Group,LEI-664271-INC,JP,0.8905,8
5ba3a49c-99ef-827f-d3d4-ddd3605a34f5,Cascade Digital,LEI-979908-LLC,US,0.3435,3419
a00f80d4-9d0a-94df-d0f7-c7b017080bbd,Forge Solutions,LEI-345637-PLC,MX,0.2752,874
fbf8b1fe-3232-be72-01d3-a0333586ae6f,Everest Systems,LEI-390819-PLC,US,0.6479,340
209f4ff2-10a7-1298-bef8-1d8520d4c165,Nimbus Solutions,LEI-648489-GMBH,US,0.2903,2499
a6685e80-f16d-4fe8-ac50-4475a4165dd1,Zenith Holdings,LEI-553559-PTYLTD,US,0.2022,1839
6b893000-eb1b-b47f-4726-9e7f0c05e009,Titan Holdings,LEI-105409-PTYLTD,US,0.1468,1009
fa647958-39c2-c1a2-bcc9-245cfd81fbc0,Sterling Capital,LEI-362127-LTD,US,0.6715,42
5594d9c6-ef60-250e-a055-01d3cc16ab4e,Nimbus Solutions,LEI-213079-PLC,US,0.2557,2517
c39bf6de-7043-77c3-9e9b-e9e29997496b,Helix Industries,LEI-707056-INC,US,0.0328,3267
10a5b073-b180-4803-d902-5a2ce3dc8702,Pulse Finance,LEI-941363-PLC,US,0.51,190
dd554b7d-3bad-3a0d-693e-5fcfc080aba4,Cymbal Industries,LEI-502569-PLC,JP,0.12,2618
314674a6-967a-efbb-5404-801d84681060,Helix Systems,LEI-112885-INC,GB,0.1412,1949
0b483935-cc09-de64-233e-84ac3e3f3da0,Zenith Global,LEI-426806-PTYLTD,CA,0.2064,851
4a832ab5-57c8-50b0-9a73-cd2f4f05495e,Meridian Pay,LEI-642827-CORP,US,0.1459,2013
c9070c97-3385-db3b-e893-786da3fb6609,Stratos Holdings,LEI-298553-PLC,DE,0.409,910
298b2e78-5420-60ce-6b2f-9d474cb4a7f6,Helix Industries,LEI-927527-LLC,CA,0.2254,2613
d08d13df-f3dc-d264-c4b2-7b21bc0dd6ed,Summit Group,LEI-315289-PTYLTD,US,0.2645,2059
0b3d58ad-5c23-0306-c3f9-f409e9a74800,Apex Payments,LEI-307434-GMBH,US,0.1853,2488
e9204a24-4304-93f0-d7c7-13b72d1368f3,Helix Pay,LEI-971834-CORP,US,0.2889,178
f0effa1e-2bde-3c78-a931-50445f5258ab,Sterling Capital,LEI-224249-CORP,SG,0.0851,3405
ebc78c06-3e9a-ce12-a2da-43a7fa1b7659,Nova Payments,LEI-995940-GMBH,JP,0.0804,1849
ba303cce-3590-97e0-7d2e-7d9ee2c6093e,Vertex Corp,LEI-929420-INC,US,0.0281,2482
868592d2-5fb6-8406-b665-8a3452630028,Coral Corp,LEI-596771-GMBH,GB,0.4775,823
37f5c238-6559-b365-3c00-a0f0dcf89878,Forge Enterprises,LEI-495400-CORP,IN,0.4322,1941
771ad3fe-0a88-57a5-957e-8c663aeceaf8,Summit Enterprises,LEI-573066-PLC,US,0.3425,1530
e6c71f15-5bed-83be-136d-6ccea535f9d7,Vertex Services,LEI-983533-INC,JP,0.391,1177
