payee_id,payee_name,payee_legal_entity_id,payee_country,payee_category,payee_risk_score,payee_account_age_days
c07126f3-9213-f643-9a89-8be79e49b057,Crest Partners,LEI-981609-LTD,US,Food & Beverage,0.0482,1082
cf3eb0d7-450c-f845-f95d-b36ffa8a47d6,Eagle Systems,LEI-200331-LTD,AU,Gaming,0.2968,2695
19b1a043-3b70-324e-36a0-95737237e20d,Vertex Enterprises,LEI-847031-PLC,US,Education,0.257,1763
6fc8503c-7dd4-3e50-ac5e-1ec3e1be0ed9,Summit Holdings,LEI-121722-PLC,CA,Healthcare,0.6423,1020
c9bef3d7-2b1b-0f52-60ae-9b09aeeb5608,Everest Payments,LEI-328514-SA,US,Travel,0.2043,3042
3e7b8fb1-9035-06bb-ef6d-8fc6afbdf369,Stratos Industries,LEI-847707-LLC,US,Financial,0.1185,279
44e527ea-3a82-b37c-5925-9acd4142d00e,Meridian Networks,LEI-601775-CORP,US,Utilities,0.0276,1971
17087003-3a84-3b35-c2bd-e8050c485217,Flux Capital,LEI-745346-LLC,US,Food & Beverage,0.1688,1673
2aa82f4e-4fc4-e8cd-68d2-a8423aa58e1d,Stratos Solutions,LEI-196753-LLC,GB,Education,0.1234,941
19fc9448-c5d8-99df-113f-f40f13b96213,Crest Digital,LEI-659890-INC,JP,Food & Beverage,0.1617,3098
054dc5a9-d034-ce89-8364-156045b7e83c,Zenith Group,LEI-241504-CORP,US,Wholesale,0.5962,3318
b5d044fb-2cd6-4d84-7477-38793eec05dc,Orbit Solutions,LEI-269960-LLC,US,Healthcare,0.1295,2074
e387eb15-6765-e3bf-b9ea-88738a9db593,Sapphire Partners,LEI-924584-PTYLTD,FR,Food & Beverage,0.13,2434
d789c624-5e14-901b-fea5-9d94998c603a,Forge Systems,LEI-733754-PTYLTD,US,Travel,0.14,480
dd7d8ff7-732f-4bd7-25ac-f1b6c016c62b,Pulse Services,LEI-515614-LTD,US,Gaming,0.3158,2795
f5a98c9a-6a71-dec5-2162-d1b7769ac892,Zenith Solutions,LEI-252607-INC,US,Retail,0.0957,1018
fb3a3e15-ef19-20da-0a5f-cede7a23c1bc,Coral Capital,LEI-469604-SA,US,Food & Beverage,0.5428,2439
75d5a115-9ce8-b890-cc6b-3a6e5583b4db,Pinnacle Holdings,LEI-398767-SA,US,Food & Beverage,0.2915,1832
bfba5b2c-ba89-c0b8-8c49-0e4cc780b892,Stratos Global,LEI-964774-PTYLTD,US,Education,0.4633,2909
64f75c10-4698-3234-6246-95b99deb7a4b,Vortex Finance,LEI-146151-GMBH,US,Wholesale,0.4086,561
29d4056e-10f4-55e5-fdb3-e9a900252855,Nova Networks,LEI-862564-PLC,JP,Gaming,0.2186,1042
d9c0847b-5f43-04e4-fabd-c4aaba5916c5,Coral Networks,LEI-705073-SA,DE,Financial,0.2043,2706
3ecbc10b-e586-ee20-c73e-69e998069315,Vortex Pay,LEI-554949-PLC,US,Food & Beverage,0.2541,3482
d83060dc-393f-8079-8e15-673425e17dad,Vortex Solutions,LEI-586903-CORP,IN,Education,0.0313,3555
7b2e329d-9f80-bd12-2996-06d23e141965,Stratos Holdings,LEI-159667-PTYLTD,US,Healthcare,0.1643,512
96a2e79d-6576-d828-f551-7659ed86a0c9,Aether Group,LEI-550998-LTD,US,Utilities,0.2415,2194
bcc839fb-cbd3-63a5-1512-48e115042b41,Cymbal Global,LEI-666619-PTYLTD,CA,Services,0.1327,592
4a9ab305-222b-f62a-085e-05182d756dd3,Meridian Partners,LEI-798412-INC,US,Travel,0.4589,2110
fe54c772-d2fe-2d04-640f-ac70e5a5788e,Eagle Systems,LEI-380316-GMBH,GB,Food & Beverage,0.0258,876
da36967d-9b2d-ceee-765b-b06910a012b2,Nimbus Digital,LEI-774720-INC,CA,Gaming,0.6645,100
8245b08f-f3a2-e957-5bd7-2a7c73d79809,Forge Services,LEI-785233-PTYLTD,US,Gaming,0.0284,3498
0f0a1d5b-1457-0a44-096b-922727bc7004,Orbit Global,LEI-212904-PLC,US,Education,0.4859,3060
b7f8d284-3d3f-c0e0-944b-0f0751e844c9,Coral Enterprises,LEI-529790-INC,IN,Entertainment,0.7196,382
10e900ff-5857-8862-3105-65b6640b1814,Zenith Finance,LEI-981979-GMBH,US,Technology,0.2248,821
2f182049-b329-b6a4-de3e-0557910aa60d,Cymbal Digital,LEI-362773-PTYLTD,US,Financial,0.3197,3258
a1ac78c9-025c-9425-c557-13d309d7cc9c,Meridian Holdings,LEI-939079-SA,US,Services,0.1504,1891
814671a1-be7a-38c6-bc8e-3e55db97151d,Crest Group,LEI-654418-LTD,US,Education,0.4617,2877
5525a0d1-48d4-0d84-0b65-3f5f74d90398,Apex Enterprises,LEI-717947-INC,CA,Healthcare,0.1766,3275
09e8ede2-da27-77af-a6ed-0e6be43a3562,Vortex Networks,LEI-513990-GMBH,US,Gaming,0.1019,1409
6e152f71-0093-7ba0-65a0-7e433d2dca86,Zenith Capital,LEI-941368-GMBH,CA,Food & Beverage,0.7832,260
a9cef593-99a9-a788-c4d6-afc44e6364bc,Zenith Corp,LEI-708358-LTD,CA,Food & Beverage,0.0178,3407
1465b466-6df3-be7a-af61-aae103a35aed,Summit Solutions,LEI-603174-LLC,US,Education,0.0851,1000
5c86a6f9-29f5-d43d-baaa-58f6343f75d0,Helix Services,LEI-424526-INC,US,Wholesale,0.1159,1926
56685b02-7387-d896-c3d0-81781d05ddbf,Orbit Industries,LEI-635591-INC,CA,Utilities,0.083,913
b9ae4292-4012-1516-f1e7-a2808b991282,Apex Capital,LEI-166514-CORP,US,Wholesale,0.0682,955
1a8385f9-6eb1-de50-c1ba-c834caec1d2d,Everest Payments,LEI-275660-LTD,GB,Technology,0.3171,1774
32f9130d-5e6e-5122-a47c-acbf527c9dea,Nova Finance,LEI-574909-LTD,US,Financial,0.2679,1766
bfee7aef-6a60-6a4b-56b6-b8cca6124e53,Cymbal Holdings,LEI-585995-INC,US,Services,0.9263,54
1ea822bb-5738-5567-c2f7-2b1fb9d4d2d3,Nova Holdings,LEI-357989-GMBH,CA,Healthcare,0.3174,2439
570662ce-47d9-dd10-272d-6aceffd0dce0,Pacific Capital,LEI-656754-SA,US,Travel,0.1979,1734
8663686e-ee70-e803-232e-444cde97df42,Helix Partners,LEI-218881-INC,MX,Financial,0.2032,561
c2b8efc0-d76a-64da-4fbd-b62246c9ae33,Vertex Services,LEI-679198-GMBH,US,Healthcare,0.069,381
11997084-230b-5490-0d53-6045bdb85b97,Helix Pay,LEI-212018-PLC,US,Financial,0.042,1282
2f64a0ad-2b1a-f06e-5585-244514fe88bc,Helix Pay,LEI-593161-LTD,FR,Wholesale,0.0349,1194
8c2d23a9-7e1e-7e84-3003-4603d782d6a7,Solaris Finance,LEI-550597-LTD,GB,Healthcare,0.2476,3359
9dcb65be-3fc0-796e-44f4-caeb49a4443e,Orbit Enterprises,LEI-367386-PLC,US,Services,0.2275,2548
abc836cf-f798-bd22-1eb6-d3f0948841cb,Solaris Global,LEI-845609-LLC,US,Gaming,0.1513,2804
35cffe16-a6df-d693-00b8-a88f9317545d,Orbit Pay,LEI-533435-INC,US,Technology,0.4196,641
ae2917c1-84d4-65df-a8d6-514760f41905,Crest Industries,LEI-795331-LTD,SG,Wholesale,0.2114,1863
6ffcc6e5-461e-24a3-f2fb-094a7d296f9c,Zenith Networks,LEI-103205-PTYLTD,CA,Retail,0.0997,2186
488fedb6-2404-c66d-4986-9729e19d4f0a,Crest Digital,LEI-546853-LLC,CA,Food & Beverage,0.3821,632
336fc177-7308-25d1-396c-c19ca4ed91b8,Crest Corp,LEI-509568-GMBH,US,Gaming,0.6091,185
250a8bc0-ef19-117f-a452-cdef827b8c89,Orbit Networks,LEI-856277-SA,CA,Education,0.0678,2439
6759d978-bf14-4332-4f6a-648fcca97f81,Apex Capital,LEI-694706-INC,US,Travel,0.7517,294
ebfce2d6-87a8-cadf-eca7-7d15cc8ae9ca,Quasar Corp,LEI-653991-LLC,US,Retail,0.0623,2532
404c86f1-6cc2-e20f-c3a0-2289b88ba445,Crest Payments,LEI-759393-PTYLTD,DE,Utilities,0.3643,1434
5b5c87cf-560d-cb39-db98-8c390bb9c606,Coral Solutions,LEI-658352-SA,CA,Healthcare,0.135,1510
bd15e59b-fef6-f9d7-88f4-7eed69906abf,Stratos Systems,LEI-814039-PLC,FR,Gaming,0.242,2093
a49ce87c-47c9-021f-fdc6-dba91eca80e9,Titan Payments,LEI-198023-SA,IN,Utilities,0.1362,1855
a10d27dc-bf15-3b90-8971-b1bb992bba0e,Solaris Finance,LEI-599135-GMBH,GB,Entertainment,0.7319,435
199fbb17-54ab-a577-e331-1ee6696c5060,Vertex Solutions,LEI-703638-GMBH,US,Education,0.3089,3439
2c0ca9c0-314a-9ace-4677-4ddcaad414ad,Flux Solutions,LEI-873298-LLC,FR,Gaming,0.2402,267
b9ca5928-1e2d-22f6-080f-c9b3226f93e7,Aether Partners,LEI-757594-GMBH,AU,Healthcare,0.1838,2713
af376fbe-2cd3-1317-8874-a1c508fe3f40,Pacific Systems,LEI-188947-CORP,US,Wholesale,0.0514,1714
87e6d238-ad59-2953-e242-97fc8e144e1f,Summit Industries,LEI-265042-LTD,IN,Healthcare,0.2457,3103
4ba82162-67e3-9166-323e-ba41052089dc,Cascade Industries,LEI-195446-INC,JP,Wholesale,0.0768,3602
229da816-d113-8946-bcd4-2854b6630e4c,Zenith Digital,LEI-665209-LTD,JP,Gaming,0.1127,2558
5502ec67-42da-1572-4278-f61e17f2029c,Pulse Digital,LEI-146156-PTYLTD,CA,Gaming,0.1945,2381
a244496a-b88e-33d1-6c10-36cd1249944e,Vertex Holdings,LEI-583287-CORP,DE,Financial,0.4945,1991
0632718e-b0dd-be62-aa35-b738c67a56e3,Apex Capital,LEI-438162-CORP,JP,Entertainment,0.9454,10
bf9bd810-a17f-2016-c997-5b860ea7c6ed,Apex Global,LEI-470500-SA,US,Services,0.0428,1701
ab0b74fc-99b0-6cf9-25df-a1fbd0116cb3,Coral Services,LEI-614996-INC,US,Travel,0.2408,2415
0c81a3cc-9965-ef48-0b4d-2de206b868bd,Cymbal Networks,LEI-357543-PTYLTD,US,Financial,0.3555,2094
60b255bf-67ba-189d-2663-afff87b06378,Orbit Solutions,LEI-533032-CORP,JP,Food & Beverage,0.7034,170
0ab832ea-bac7-0b9c-6015-557093aad0c7,Nova Corp,LEI-155613-PTYLTD,US,Healthcare,0.1577,3395
f3feb7de-a2e0-f358-c753-3bff9fd88e61,Quasar Global,LEI-167648-LLC,US,Retail,0.2761,3343
f64f98b4-4237-a5ff-bbb8-90dea025e80b,Quasar Corp,LEI-622659-LTD,CA,Healthcare,0.1262,1251
666bd0ee-b257-4bf7-2439-680010c69c57,Beacon Digital,LEI-647066-GMBH,US,Wholesale,0.1065,2936
d85483ef-b9a8-93f3-b8e5-57705e460f1c,Sterling Payments,LEI-209149-GMBH,MX,Travel,0.9671,23
fb72025b-f209-329d-4aa7-f4e263e31ac9,Cascade Digital,LEI-471904-SA,JP,Retail,0.7557,450
dd8f5010-f58f-56a0-3111-6b6a4b38a57b,Apex Capital,LEI-592654-PTYLTD,US,Travel,0.3805,945
1be52474-bb14-6720-39d2-6141c5a435cb,Meridian Solutions,LEI-683102-CORP,AU,Travel,0.1998,272
650c5ea2-1f47-3751-b579-0849e22bc2f8,Vortex Global,LEI-945097-INC,US,Education,0.2476,1470
97e3ab40-3db8-7d15-32d8-aff9f9c04882,Vertex Payments,LEI-616508-LTD,US,Entertainment,0.1593,2664
c2e8118f-9ca3-d9d1-c002-c7fceb0a97f7,Eagle Holdings,LEI-508253-INC,CA,Food & Beverage,0.072,523
ff4ca29e-06cd-3e3b-d202-6202356d9896,Apex Systems,LEI-450841-PTYLTD,US,Wholesale,0.3353,937
bab0dbe0-438e-1bb9-7f52-7025b3ed3b04,Beacon Systems,LEI-859984-PTYLTD,BR,Utilities,0.1771,2788
cefabf95-1227-557d-9a8b-85244faca0ff,Orbit Services,LEI-214143-GMBH,US,Healthcare,0.1861,492
285d9795-b913-8441-d0a0-54172bac7c89,Aether Global,LEI-177071-LTD,CA,Financial,0.2156,977
893e2de8-8509-c3a2-214b-1e1c4b403399,Pacific Finance,LEI-969880-SA,DE,Financial,0.1216,3173
f1a0051f-0aca-e683-f058-291104999aeb,Lumen Finance,LEI-645528-LTD,US,Healthcare,0.1652,3647
2cee1a3a-f3e9-d42f-1996-0b40367d9053,Aether Networks,LEI-457075-SA,US,Healthcare,0.0637,3232
e704db7d-a4e7-1358-8fb6-002dc3575ff1,Prism Payments,LEI-649969-GMBH,US,Retail,0.0968,1918
fc32964b-871e-8c56-cb37-38c20144fe67,Titan Payments,LEI-459251-GMBH,US,Entertainment,0.5564,313
1fc7737c-b94e-b6f8-9d50-6e835fd24b9a,Zenith Systems,LEI-799427-SA,CA,Education,0.3328,2822
94b22af0-9080-9121-fe41-bb815e452956,Stratos Services,LEI-399645-CORP,IN,Education,0.9562,71
929d778e-9fde-2d5f-c441-c3db6bb57af7,Cascade Services,LEI-970613-PLC,US,Food & Beverage,0.0727,2743
1a5a8977-90ba-1d38-5492-112f259d537f,Beacon Pay,LEI-909814-GMBH,GB,Gaming,0.2345,1196
905cbe00-677a-72f6-6e0c-42e9f8179896,Zenith Enterprises,LEI-752442-LLC,KR,Technology,0.4725,3359
3745abe5-bfd0-96b4-2c85-ab3f712636bb,Forge Solutions,LEI-645252-LTD,US,Entertainment,0.2753,2809
d3f8b32d-48e2-3143-fb1e-aa6ed19b1b23,Cymbal Partners,LEI-527265-INC,KR,Education,0.0934,3604
8b64612c-5bd5-37b1-c35a-dde3972bcd8d,Prism Enterprises,LEI-793023-GMBH,US,Food & Beverage,0.1296,1843
6d0b4f01-cf09-b990-7b5f-b4278fd1bc4e,Helix Global,LEI-903724-LTD,JP,Financial,0.2658,241
4f8cd57d-c5ec-d23e-cbd9-3d47966db02f,Crest Finance,LEI-996151-LLC,AU,Wholesale,0.1475,1165
ab16b1fd-14ca-728c-1336-eb2833ba1e1b,Lumen Holdings,LEI-963565-LLC,US,Services,0.1131,2243
0de825b2-5246-cc34-bcdb-e579db9b318b,Sapphire Enterprises,LEI-911235-CORP,SG,Food & Beverage,0.0842,479
47a0fcda-a333-639f-3873-64c15e4ce90b,Crest Pay,LEI-619326-PLC,US,Travel,0.2495,3169
214990ed-abe0-7080-6961-a383dceea2eb,Pulse Partners,LEI-120407-INC,FR,Technology,0.0287,3305
11196b23-9a0f-7242-eeb7-591fb30408fa,Nimbus Pay,LEI-516577-GMBH,US,Gaming,0.2444,2495
33decf96-2bd6-f0fb-ee3c-8687b704eced,Pinnacle Group,LEI-213994-PLC,GB,Services,0.2673,1645
613c826a-001e-7006-29d3-74d69a596f63,Orbit Solutions,LEI-886786-PTYLTD,US,Food & Beverage,0.0596,501
728ea994-37df-79d8-30bd-373a1f0b2be6,Stratos Services,LEI-422015-GMBH,GB,Education,0.1329,1720
feb3a855-48e6-1273-4680-13786e607c2f,Zenith Solutions,LEI-573682-LTD,DE,Services,0.0801,567
ea489dae-2b99-f902-836d-943faad29f81,Quasar Capital,LEI-114694-CORP,DE,Technology,0.1313,2226
2bef4363-6b7c-7396-f942-fcb2ee3ada8b,Summit Corp,LEI-922497-PLC,US,Healthcare,0.3503,2307
fef44a33-ae78-dd3f-8b23-96072d5e114d,Atlas Enterprises,LEI-130573-SA,US,Technology,0.1437,2290
fe956f4a-ed56-c7c7-ae45-5311671cae75,Orbit Industries,LEI-601556-LLC,US,Technology,0.0254,1935
8a661d77-6049-315b-0093-8d5ec3b8a22b,Prism Capital,LEI-790917-CORP,US,Entertainment,0.2399,1675
8a00c9be-55c5-e74b-c6fc-40c303cc0a33,Titan Systems,LEI-820106-GMBH,US,Wholesale,0.2983,1679
f80aea02-65de-c4ed-915f-bbf953cfff73,Sapphire Finance,LEI-684608-GMBH,US,Utilities,0.2826,748
a98d61ec-3ad4-1c9a-bac9-7a02b1195d16,Sterling Networks,LEI-632006-GMBH,DE,Travel,0.1513,2658
73ad562d-58c6-8877-4897-c6e21581f33e,Sapphire Finance,LEI-829054-PLC,US,Wholesale,0.1434,2831
9d96d6dd-ef14-5b36-06b6-37272fcf9246,Titan Networks,LEI-498928-INC,MX,Services,0.2207,2869
93188472-9fa6-f3ea-db65-e8d62660f73f,Sterling Corp,LEI-853443-CORP,AU,Wholesale,0.2479,2399
002ae6c6-863e-3610-ae7a-e52a517915b7,Everest Digital,LEI-815484-LTD,US,Education,0.1838,2359
af844b8f-54f5-e2f0-9e9a-1e40ba49ccd5,Sapphire Finance,LEI-132122-INC,US,Food & Beverage,0.0374,1740
64e19340-97f5-d628-75ef-816964a70279,Lumen Global,LEI-470168-GMBH,US,Gaming,0.3766,2324
ddc55228-38e1-e998-ddca-9cc3d48f16c5,Lumen Systems,LEI-456710-PTYLTD,US,Services,0.0726,1783
1a2b2339-5ebb-b87b-afba-5ddcc81c597a,Vortex Systems,LEI-687132-PTYLTD,US,Retail,0.2833,2670
c1886c58-5208-72d3-9c21-592004007c5d,Eagle Services,LEI-964930-GMBH,US,Gaming,0.2157,1508
e9f410c9-1cfa-78a2-d517-fa40ed233795,Coral Corp,LEI-272820-LLC,US,Education,0.1616,485
4b2ca54d-5343-5238-1694-c02c4ebd9823,Sapphire Systems,LEI-442640-SA,US,Gaming,0.1893,1795
3cf7526e-18ed-c1e6-8647-4182f35c02fd,Sterling Industries,LEI-992924-SA,US,Utilities,0.11,3644
c6bdce43-0902-5afd-164e-9cd4cade4865,Pinnacle Digital,LEI-578814-PTYLTD,GB,Services,0.3653,3332
